,rating,reviews
465,"[('5', '3'), ('4', '3'), ('3', '2'), ('2', '1'), ('1', '0')]","[('499139159', ' July 2017', 'Great food and lovely staff. We had a really nice meal and booked in advance meaning we got a great discount. Would definitely recommend.', '1'), ('422065356', ' April 2016', 'My partner and I had an evening meal here in April of this year (2016) and we loved it. Off the tourist trail so prices reasonable and food really very good. The total cost for the evening came to Eur. 63.90, this included: bottle Cotes...', None), ('361090660', ' March 2016', 'Sitting squarely in the middle of the hip Parmentier neighborhood of Paris, one would think that this place would serve up some better vittles to its clientele, but lunch was a culinary disappointment.  I ordered the ""menu du jour"" and everything was underwhelming at best:...', None), ('322930815', ' August 2015', 'I come to this place now and then. Very nice atmosphere, good brunch during the weekend. Outside of the cafe, on the long side, you can sit and enjoy the sun all afternoon. Not too many people early afternoon, so you can work, read or...', None), ('301271504', ' August 2015', 'We had lunch at this place. The food was good, the drinks were pretty descent. Nothing bad about it, but nothing really special either. If you want some quick food or only a drink this is an ok place to go. Staff was friendly, but...', None), ('259353999', ' March 2015', 'I was tired and went there for dinner. Quick service and average food is what I can say about this place', None), ('230770517', None, ""This is a compete dive bar. On the one hand you get terribly slow and apathetic service, but it's a decent, casual place to just hang out away from the more expensive and pretentious establishments you find so often in Paris."", None), ('154770186', ' March 2013', 'This cafe was adviced by my French colleague, so I was not surprised not to find there a lot of tourists. Not very expensive (~12 E for entree+plat), service very speed and the food very tasty. A very cosy place to be recommended.', None), ('142481090', ' October 2012', ""Down the street from our hotel, Cafe Fusain became our last stop almost every day.  They have happy hour daily with great food and drink prices, a friendly staff, great satellite music and it's quite a gathering spot for locals on Friday and Saturday nights."", None)]"
466,"[('5', '2'), ('4', '0'), ('3', '1'), ('2', '0'), ('1', '0')]",[]
467,"[('5', '5'), ('4', '2'), ('3', '1'), ('2', '0'), ('1', '0')]","[('631621334', ' December 2017', 'It was a fun night out with girls. We ordered each a different cocktail two or three times, and each was wonderful - looking amazing, tasting great! I would be glad to be back there but unfortunately they are closed for renovation as far as...', None), ('577100578', ' May 2018', 'Small but very nice place. Ambience is great. Friendly staff.\nCocktail are made of fresh ingredients and are very appealing and tasty.\nBeing relatively small it is very crowded at night.', None), ('548795107', ' November 2017', 'Nice staff and deco. Have only been here for cocktails but have to give them the best grade. They’re yummy and presentation is perfect. \nCheers!', None), ('538831554', ' November 2017', 'I was looking for a non expensive,  nice place to have diner on my own. So this café & bar with light food was a good choice. I has a pitta mixed (8,50€) and a beer (4,20€). The food was tasty. The hamburguers looked better...', None), ('538027761', ' November 2017', 'The bar is very cossy, the Bartender is a very professional and social guy wich delivered me some great dark and stormies, perfect.', None), ('535291341', ' October 2017', ""Definitely worth stopping in for a signature cocktail. Wow, what an experience! It's a little bit of a wait for the drinks but each one is specially made and served and garnished to perfection on a slate tray with burning sage for effect. It's a..."", None), ('498023646', ' July 2017', 'We had an excellent srawberry daiquiri, freshly made and served well decorated with the nice smell of burning staranise.\nReally caring staff. Nearly five stars.', None), ('493996272', ' June 2017', ""Love this place. The cocktails are great, they've got a great selection of very original and also classic cocktails and a bunch of varieties of Gin tonic with a twist. The cocktails run for 11€, the Gintonic 13€. The place is tastefully decorated and the..."", None)]"
468,"[('5', '3'), ('4', '0'), ('3', '0'), ('2', '0'), ('1', '0')]","[('729287353', ' December 2018', ""Can't select date as it was early 2010s when I could still walk. Grew up in Gidea Park in 70s and 80s, Chris's was the 1, only chippy worth visiting, even came back here from Wales and Cornwall when I could. They were always friendly..."", None), ('571093516', ' November 2017', 'My dad is friends with Chris so sometimes he buys fish from there. I like their fish because it’s not greasy and oily.\nI’m 9 so I don’t really know him personally but I like his fish and my dad says he’s really nice.', None), ('548705096', ' November 2017', 'Chris’s Fish Bar is a pleasant throw back to simpler times. 1969 to be precise; which is when Chris first commenced trading. To put it in perspective, the Beatles still ruled the musical world and Britain hadn’t entered the EU - let alone left! -...', '2')]"
469,"[('5', '4'), ('4', '1'), ('3', '1'), ('2', '0'), ('1', '6')]","[('399966243', ' July 2016', ""We called in here for a drink and asked for two large beers when they came they had given us super two pint ones each! Like I'd want one of those as I am a woman. But we felt a bit stupid, I could hardly..."", None), ('239003162', ' September 2014', 'The food was so fresh I felt like they caught the fish I ordered that very day.  Fresh bread on the table made it even better! Highly recommend!', None), ('181024258', ' October 2013', 'I was utterly shocked at how bad this restaurant was. The food was cold, massively over-priced and was nothing short of disgusting. We were there for about 20 minutes before the waiter even acknowledged us, and there were just two or three other tables there....', None), ('179592624', ' October 2013', 'We had dinner there. It is indeed a trap for tourists.\nPrices are excluded VAT and everything you order which is not mentioned in the menu will be charged at high price.\nBeside the high prices, the food is far from being good. \nThe price...', None), ('167009914', ' July 2013', 'My fiance and I chanced upon this restaurant as we were walking along Barceloneta. I know this area is rather touristy but the restaurant had a wonderful two-course lunch menu with drinks for a very reasonable price so we decided to give it a go....', None), ('163468863', ' June 2013', 'Feeling sorry for the old man trying to get custom, we gave this a place a go. Overall, food okay although the veggie paella was a bit salty. However, look out for the waiter who found it funny to tell me he had got my...', None), ('159999503', ' April 2013', 'As we strolled along the harbor area in Barcelona we came across this little place in business since 1886.  The board in front advertised a reasonable price for a two plate lunch with beverage. When the four of us left three hours later we were...', '1'), ('158049431', None, 'If you want to keep a positive view of Barcelona, stay far away. We came across the restaurant while looking for paella, and made a swift decision to dine there. We had an optimistic outlook, but it betrayed us quickly. The food was horribly overpriced,...', None), ('155795114', ' March 2013', 'I came across this place whilst strolling round La Barceloneta and I have to say that it was much better than the general opinion in previous reviews.\n\nI walked past the place first (just because I was not hungry, at that time) although the guy...', None), ('145432026', None, 'We ate paella marinera, bacalao as main course, an entradas we had soap mariners and pescadito Frito, for desert crema catalana. Overall, everything was really good. Service is excellent. Restaurant is located in a very nice street. We really had a nice time here.', None)]"
470,"[('5', '2'), ('4', '1'), ('3', '0'), ('2', '0'), ('1', '0')]","[('592859313', ' June 2018', 'First evening in Germany and our first meal in Berlin.  It was a great surprise to have a tasty and unforgettable dinner at Annchen von Tharau.  The  all German menu was a challenge; however, a fun experience.  With requesting a meal with spaetzle (which I...', None), ('561542380', ' February 2018', 'Stopped in this restaurant for lunch today, greeted by friendly staff straight away. Unfortunately we were unable to translate the menu and asked the waitress who quickly asked a chef to help us. He was very friendly and kind and explained each dish on the...', None), ('404886989', ' August 2016', 'We had lunch here on a Thursday in August – having visited Treptower Park and walked along the East Side Gallery – the parts of the wall preserved for artwork – we were looking for somewhere to lunch before afternoon boat trip – came across...', None)]"
471,"[('5', '29'), ('4', '9'), ('3', '3'), ('2', '1'), ('1', '3')]","[('773526083', ' October 2020', 'Lovely staff,excellent location and the best tea in all of Dublin.I always feel welcome.Keep up the great work.', '1'), ('738258722', ' January 2020', 'This is very convenient to the National Library- being on the lower floor. I had a snack lunch this week and my scone tasted stale. Generally when I visit the paninis and soup is good. Is the room too bright, or is it too big?...', '2'), ('733092061', ' December 2019', ""Not sure how you find acceptable serving something like this. \nVery disappointed\nI won't  be coming back."", None), ('731219494', ' December 2019', 'Called in here after wandering around looking for a quick breakfast, lovely, had scrambled eggs and breakfast panini. With a tea and a coffee all for less than €15, really good value for money, would definitely come back.', '3'), ('728683456', ' September 2019', 'After visiting the National Museum of Archaeology across the street, we got a simple lunch at Le Petit Cafe, a tiny hole in the wall with a nice sensibility that serves up very good sandwiches, salads, drinks, and more.\n\nOur grilled panini (chicken, Emmental, onion,...', '4'), ('724316586', ' November 2019', 'Popped in for a coffee with my family which includes a small baby. The coffee was nice enough but nothing to write home about when compared to other places in Dublin. The lady who served us was very friendly but the other staff members were...', None), ('708455708', ' August 2019', ""I've only recently discovered this little beaut while out on a walk on my lunch break. So glad to have come across it. They have a lovely range of sandwiches so fresh and at a very reasonable price. I've gone back almost everyday since I've..."", '3'), ('657253629', ' March 2019', 'Upsetting today to hear a young lady being asked to leave during a busy lunchtime. The owner(?) Asked her if she we ""alright for another tea,or anything"" because she ""had been there for quite some time now"". It\'s understandable in a place with very limited...', '4'), ('652543569', ' February 2019', 'This is a small cafe with both eat-in and take-out food.  And the food is gorgeous.  It is a petit cafe, but the menu is extensive for this small venue.  And the food is amazing!  A nice selection of fresh food and home-made soup.  Le...', '3'), ('631564906', ' November 2018', ""dropped in here with 3 fussy teenagers and a 7 yr old, we all sat at the counter, (there's only 2) and had a delicious lunch, homemade soups, great sandwiches, hot chocolate,coffees, everything delicious and fresh, and didn't cost the earth, what a great little..."", '3')]"
472,"[('5', '1'), ('4', '0'), ('3', '1'), ('2', '1'), ('1', '0')]",[]
473,"[('5', '1'), ('4', '0'), ('3', '0'), ('2', '0'), ('1', '0')]","[('466142370', ' February 2017', 'Chef Benoit makes fresh baguettes for his afternoon customers!\n\nEverything is made with great care and is high quality. \n\nMakes me want to live in Paris.', '1')]"
474,"[('5', '4'), ('4', '1'), ('3', '0'), ('2', '0'), ('1', '0')]","[('692034614', ' August 2018', ""I've found this restaurant just walking around cozy streets on Trastevere.  Nhoque was simply divine and I came back 2x and recommended to all my friends who visited Rome."", None), ('547065455', ' December 2017', ""We were later than our reservation so our table was gone. Fair enough for such a popular place. We were invited at the bar where we were offered a welcome drink an hors d'oeuvres on the house. Within 15 minutes we got a table. All..."", '1'), ('537346533', ' October 2017', 'We looked for this place till we found it. It was worth it. The food was amazing. We were looked after by Martina and her colleague Louana and they both were very cute. Martina even suggested that I try a typical Italian dish which I...', '2'), ('499061463', ' July 2017', 'My boyfriend and I stumbled upon this place accidentally. We had a drink at the bar and were offered two samples of appetizers from the kitchen. After tasting these, we had to stay! The food was amazing! We ate here 3 nights out of our...', None), ('498831194', ' July 2017', ""Was in this place with my Girlfriend. At the begining we did not want to seat, because there's no place outside, but after a quick walk we decided to come back because the plase was so catchy. The service guys very polite and helpful. We..."", '1')]"
475,[],[]
476,[],[]
477,"[('5', '0'), ('4', '0'), ('3', '0'), ('2', '0'), ('1', '1')]","[('492140423', ' June 2017', 'Waiters are very rude, seems are doing a favor in serving you. \nNo one wanted to attend us, even with empty table available. As result after 15 minutes of being ignored we left.', None)]"
478,"[('5', '33'), ('4', '17'), ('3', '3'), ('2', '4'), ('1', '10')]","[('752123474', ' March 2020', 'We like to try to hang out with locals when we eat.\nThis place only has a czech menu. The server translated the menu and we chose ribs and pork steak.\nboth meals were very generous and it came with a loaf of local bread....', '1'), ('747363653', ' January 2020', 'The food are great, ambiance is modern looking, service are good.  We oder sirloin in cream sauce its fantastic, also the roast pork ribs with horse radish and white bread, you must try it.  Price are very reasonable. Highly recommended!!', '1'), ('742569109', ' February 2020', 'The service wasn’t that good. Also, they didn’t accept any payments by card. We only had euros and although there is a possibility of paying in euros, the exchange rate is 1€ = 22 crowns (usually they always charge 1€ = 25 crowns even in...', None), ('731167547', ' December 2019', ""Food was good but the weiter doesn't give a rest of the bill and he was umpleasant. I hope new customers will have calculated money"", None), ('723799233', ' October 2019', 'Stayed at the Hotel above this restaurant and was happy that this was right below it! Excellent food, hearty helpings, great pricing, quick service!! Cheap cold beer!! I would go back in a heartbeat!! Eating with the locals is the best!!', '2'), ('713639123', ' September 2019', 'No English menu, rude barmen (but officiant girl was kind), not everything was included in check, no possibility to pay by card.', None), ('707850995', ' September 2019', 'This restaurant it’s very close tram station Hellichova /5,12,15,22,23,.../...food it’s not expensive,bier Plzen is excellent,...and restaurant is very friendly,what else you need in Old town in Prague?', '1'), ('703143896', ' August 2019', 'Hidden gem. Very clean modern , great local food had lunch and beer for 2 £14  the food was delicious very good dark beer .', None), ('664232909', ' April 2019', 'Simple but very good czech cuisine, however small offer of meals. If you want to try something czech, then this place is recommended (by a czech person)', None), ('634319169', ' November 2018', 'Went there for lunch, very traditional Czech food.  Price was inexpensive, lots of families were there.  Had dumplings and beef goulash.  Quick service, menu in Czech but guy spoke English.  Highly recommend for a cheap and tasty lunch', None)]"
479,"[('5', '1'), ('4', '0'), ('3', '0'), ('2', '0'), ('1', '1')]","[('660383915', ' March 2019', 'If you are looking for the right place to have a couple of drinks and eat delicious tapas after work (or before work depending on your schedule), you just found it!\nThe new Jesus Paradis is even better than the previous one. The unique terrace,...', None), ('538613320', ' November 2017', 'One year ago was simply perfect, BUT now when the owner (a woman) is not there, is simply to avoid: bad service, even offensive! the waiter threw rhum in the sink to show that he had the eye for the doses, was macho and vulgar,...', None)]"
480,"[('5', '43'), ('4', '92'), ('3', '65'), ('2', '59'), ('1', '63')]","[('774016761', ' October 2020', 'Been here quite a few times over the years and as we were walking past on Saturday evening we popped in again. Got a table right next to the bar! Wow well the beer was £13 for 2 pints! Plus you could off left a...', '2'), ('773805313', ' July 2020', 'We ordered salad, burger, pasta and pork. It was all good and tasty. Nice place and really big portions.', '1'), ('773596395', ' October 2020', 'I have visited this place  this evening with a friend to have a drink, once we seated at the table I decided  to order, and I mistakenly I  ordered 4 beers instead of 2. Considering that I would still have drunk the 4 beers with...', '1'), ('749772851', ' March 2020', 'We were going to the National Theatre and asked to be severed speedily.Lots of Tap Water,had Haddock with salad instead of chips and black coffee to finish.Lovely .staff,friendly and helpful.It ,can be a very noisey  and was a busy Saturday.The South Bank is a great...', None), ('747863929', ' February 2020', 'Very average pizza and an unremarkable £21 bottle of house red. Service fairly efficient but I was sceptical of the waiter’s claim that the automatically-added 10% service charge went only to the kitchen staff. Also very brusquely turned away from the more upmarket BFI bar...', None), ('745947093', ' February 2020', 'Typical case where a restaurant profits from walking by tourists. The service was ok at best, one of our dishes was absolutely taste-free while the burger was however ok.', '2'), ('743879141', ' August 2019', 'Great menu, quick service, reasonably priced.  The food was good with pretty big portions.  Seats were quite uncomfortable.', '2'), ('743875687', ' February 2020', ""Group of 7 with children, we arrived on Saturday evening tired and hungry after a long day trekking around museums. Although nearby restaurants couldn't fit us in we were offed a great indoor table beside the window by a very friendly waitress who apologised that..."", '1'), ('743681691', ' February 2020', 'We met friends here as it is a great area to see when visiting London.  The tables were sticky and dirty, the seats uncomfortable and the menu unimaginative.  We felt the drinks were expensive even by London standards.  No staff clearing tables - we left...', '2'), ('742430868', ' January 2020', 'Just main course before watching a film @ NFT. Nina\'s BBQ pork was satisfactory, my ""iron steak"" was awful, and evinced no great response from the waitress when I complained. Not good enough for £16. My ""mocktail"" was satisfactory, as was Nina\'s glass of Rioja....', '2')]"
481,"[('5', '2'), ('4', '0'), ('3', '0'), ('2', '0'), ('1', '0')]","[('644072305', ' February 2018', 'Undeniably wonderful gastronomy! Without a doubt one will encounter the most refined menu and everlasting memories of a faboulous evening ❤️💛💚', None), ('19528553', None, 'Italian food at its best', None)]"
482,"[('5', '4'), ('4', '12'), ('3', '6'), ('2', '1'), ('1', '2')]","[('727774804', ' November 2019', 'Such a lovely lunch. Great location, lovely room, good service, delicious food, not too pricey. What more do you want?', '1'), ('708564088', ' September 2019', 'We stopped for lunch. We asked for two different salads, everything looked and tasted very fresh. They allowed to replace a couple of ingredients.\nVery good, reasonably priced.', None), ('697122953', ' August 2019', 'I am not a salads guy, so this is one good option if you want something healthy. They have a good variety of salads, sandwiches and fresh dishes.\nI will say that is not cheap, even when you know that they use common ingredients the...', None), ('693390856', ' July 2019', 'We had a chicken vitality and a roasted veg salad, both of which were delicious and came quite quickly (even though the place was busy). Gluten free options were clearly identified on the menu. However, I had to chase the super green matcha smoothie my...', None), ('594122868', ' July 2018', 'A nice square to sit and drink something to relax. Quite good serving... If you are going around this corner, you can sit down and enjoy it!', None), ('578989063', ' April 2018', 'We were desperate for something to eat as the Viktualienmarkt was closing and did not want yet another large German meal. We had seen one of these a few locks over but this was closer to where we were at the time. It looked refreshing...', '1'), ('571571565', ' April 2018', ""We called into this cafe expecting really healthy food. Took 10 minutes to get served as there was a queue. Didn't mind this as it seemed like a really nice place and good menu. The cashier was very helpful and spoke English which was very..."", '1'), ('537948504', ' October 2017', ""D&D on Sebastianplatz is a good place for a quick and healthy lunch.\nI ate there one hour before closing time and the staff was very unmotivated. The two men spoke Arabic among each other and didn't understand English or even German very well I..."", None), ('460277040', ' February 2017', 'After walking around Marienplatz and Jakobsplatz, find a little corner in this bistro which serves fresh sandwiches, salads and juices.', None), ('383210494', ' June 2016', 'Otherwise a perfect place but if any special needs/orders ae requested - nothing is taken into account in the end. Otherwise great!', None)]"
483,"[('5', '31'), ('4', '20'), ('3', '11'), ('2', '3'), ('1', '10')]","[('738922564', ' January 2020', 'I agree with other comments that the interior has seen better days, yet the food was delicious.\nAnd quickly served too.', None), ('737632794', ' January 2020', 'We were so happy with the food and service! Rich menu with steaks, sea food, soups, brazilian traditional and desserts! Amazing dessert as well! Check the pictures!', None), ('716071241', ' October 2019', ""Unfortunately didn't live up to expectations. Both of us had a plateful of blood. The steak wasn't the most tender I've ever had. Fries and salad were good though."", '1'), ('668100944', ' April 2019', 'The food wasn’t fresh and they warmed it up in the microwave. The coca cola had no gas and the irish coffee, which I ordered at the end, was the worst I ever had! \nThe staff was friendly but that was the only positive thing....', None), ('664823837', ' April 2019', 'Awesome trip.  Only thing is the restuarant businesses are competitive, hawking at you from all directions.', '1'), ('653124734', ' January 2019', 'Amsterdam is expensive and its hard to find a nice restaurant that offers good quality food and service without spending a small fortune. Comparing prices we found this place and we glad we did as it defo offered the above.\nIf you wanna eat out...', None), ('641330938', ' December 2018', 'Best Picanha we have had since our visit in Sao Peso, Brazil. We had the mixed plate with chicken, ribs, sausage and picanha. Very nice meal.', None), ('618942084', ' September 2018', 'Had a really nice time, friendly staff. Easy to switch the reservation. We had to go earlier. Good food, good price. The cheesecake was very good and the steaks are tasty and tender.', '1'), ('612693240', ' August 2018', ""Food great..service superb and really helpful.. really worth a visit. The only 'critisism' is that the portions are too large!\nPlus maybe the decor needs upgrading. \nSteaks were spot on ... cooked to perfection. Next trip to Amsterdam we will \ndefinitely be eatiing here again."", None), ('602984633', ' August 2018', ""A wonderful and tasty food! I loved the tasty! of Tutu a Mineira and the griled chicken! Very nice and friendly people to serve you! for sure, I'll comeback there!"", '1')]"
484,"[('5', '36'), ('4', '23'), ('3', '9'), ('2', '1'), ('1', '0')]","[('780896833', ' January 2021', 'Super nice service, good portions, fantastic value for money with the mostly vegan lunch buffet for 99kr. Extremely yummy food, will definitely come and eat here again.', None), ('770124265', ' September 2020', 'Very tasty buffé with grrat variety of food!if you are looking for a good and cheap place, this is perfect!', '1'), ('747614801', ' February 2020', 'Offers a good selection of dishes as part of a fixed price buffet, with the freedom to revisit more than once. Food was very tasty. Price includes tea, coffee or water. Non buffet menu also available and other drinks to buy. Friendly, helpful staff. Great...', None), ('740694549', ' November 2019', 'Very good menu choice , Was really impressed with the starters and the different types of veggie options would definitely recommend', None), ('731347776', ' December 2019', 'Took a long walk to find this place in a cold and miserable winters night. Well with it! Fantastic selection of colourful and flavoursome food at a really good price. We had a buffet and a cider each, paid 288. I just asked for a...', None), ('730310078', ' December 2019', 'in visiting from the US, we took an old Swedish friend there and we had the all-you-can-eat buffet and a beer; and we sat and talked for hours over dinner. The food is good and tasty (except the chick peas and the green lentils, which...', None), ('728414020', ' November 2019', 'Great Food, good price of 95 SEK for Buffet and nice Location. Absolutely recommended! But many people visit so possibly a little waiting (which is totally worth it!).', None), ('720692295', ' August 2019', 'A great restaurant to enjoy a wonderful vegetarian buffet.\nQuiet place with great service. Nice location.', None), ('694507739', ' June 2019', 'The restaurant is maybe not where you would pop the question to your future life companion, but a simple all vegetarian diner, also with seats outside. You order and pay at the counter. \n\nI had the all-you-can-eat buffet where you tell the staff what you...', None), ('681064931', ' June 2019', ""TripAdvisor sent us here and wow what a find! Vegetarian buffet for 95 krona, including seconds, including coffee and tea. Great service, baklava for 10 krona. I mean, it doesn't get better than this. We loved it!"", None)]"
485,"[('5', '6'), ('4', '0'), ('3', '0'), ('2', '0'), ('1', '0')]","[('637484837', ' December 2018', 'The Sunday Brunch was perfect. Coffee, Tea, mineral water, juices are included. Everything!! And The people are absolute friendly. We love this restaurant.', '2'), ('542472064', ' November 2017', 'I was there with a couple of friends. We started first with some drinks and there after we shared the nice starters they have. We choose for the burgers they have. Really tasteful and it was more than enough. Also nice that you can choose...', None), ('487992674', ' May 2017', 'Really nice place\ngood food nice and friendly staff. Cool ghetto surroundings down to one off the kanals. Love it 😊 look it up', None), ('469549524', ' March 2017', 'Different Hamburgers, tasty and fresh. \nFriendly staff. \nTasty salads in other words good.\nDuring summer time a good place as stoppage,  with a nice terrace.', None), ('426166143', ' September 2016', 'Perfect restaurant for a great lunch or dinner to just relax and having a break from work! Take a seat on one of the comfortable pillows next to the canal and enjoy pure Hanse-feeling in Hamburg. Ask for homemade cocktails! They also have their own...', None), ('413609051', ' September 2016', ""Hidden next to the canal in a mixed use industrial area with hipster cool lofts you'll find this gem. Huge outdoor area with a DJ and happy hour buffet. Great for after work drinks & dinner. If you are in the area this is a..."", None)]"
486,"[('5', '4'), ('4', '0'), ('3', '0'), ('2', '1'), ('1', '0')]","[('781582881', ' January 2021', ""O'Sfizio is simply perfect! Coming from Roma I can say that they are able to make a pinsa as good as the one you find in Italy.  Their suppli and arancina are delicious as well as the frittatina di pasta! The tomato sauce and the..."", None), ('642647891', ' December 2018', 'Yes i’m Italian . Just for that reason I NEVER go in Italian restaurants outside of Italy . There are two good reasons for : 1st it’s always right try the local cucina and typical dishes of the area / 2nd : Italian quality of...', None), ('642243521', ' December 2018', ""We walked passed this restaurant on our way to find a decent place to eat ,we thought it looked appealing that's why we chose to enter,the food was very fresh and delicious we felt very welcomed because the stuff was friendly.The place is simple with..."", '1'), ('623581888', ' October 2018', ""expensive for what you get and the service isn't so good.\nmaybe was just a bad day..... i won't come back"", None), ('551301119', ' December 2017', 'This wasn’t just a dinner, this was a genuine experience of Italian! If you wonder why italian taste is so distinct different, it’s because an evening like this turn a celebration in an over all experience of Italian culture, tradition and respect to nature and...', None)]"
487,"[('5', '0'), ('4', '1'), ('3', '0'), ('2', '0'), ('1', '1')]","[('351374886', ' February 2016', ""We can understand when people are turned off by the somewhat shabby furniture. But this place is a gem. Incredible selection of ports! Don't expect too much assistance from the waiters. If you don't know anything about port -- just try one or two.\nWe..."", None), ('130604315', None, 'My wife and another couple quietly entered the establisment, looked at two tidily dressed waiters who saw us but blatantly ignored us. We thought this odd but took this as an invitation to seat ourselves. Wrong!  We sat down and remained unserved for a few...', '2')]"
488,"[('5', '76'), ('4', '13'), ('3', '4'), ('2', '1'), ('1', '1')]","[('789317722', ' May 2021', ""After 5 long months Noizé has finally reoponed with the same amazing food and team!\nCan't wait to go back tomorrow..."", None), ('778849513', ' December 2020', 'Living near Noize for a few months, our first Friday dinner out post-lockdown could not have been lovelier. All the individual elements are wonderful - delicious classic dishes, warm and welcoming environment, charming service, from proprietor and staff, absolutely first-class wine list at bargain prices...', '1'), ('772170385', ' September 2020', 'Food is great and the service is personable. The staff were professional and although the menu options weren’t extensive, the food is of quality standard', '1'), ('767201942', ' August 2020', 'We were a party of six and between us tried many of the snacks, starters, mains and desserts. The food was of an extremely high standard- truly delicious and beautifully presented. Good choices for fish and meat eaters; not a huge amount for veggies but...', '3'), ('764959020', ' August 2020', 'What a stunner of a find, hAd the simply nicest night out with my lady enjoying ox tounge and also tomato/mozzarella starter, veal and can’t remember what fish main but absolutely wonderful! The owner was hand with expertise that completed the meal so much that...', '1'), ('763595755', ' July 2020', 'Visited on the 4th July. A warm friendly welcome from all the staff. Service is just perfect, not at all stuffy. Not intrusive, but attentive and always happy to chat about the food and wine. We never feel rushed and we feel instantly relaxed as...', '1'), ('759856999', ' July 2020', 'Food as fresh and tasty as always: monkfish carpaccio, scallops, red mullet, sweetbread, veal and so on...and plenty of new additions on the very affordable wine list! \nCan’t wait to go back later this week...', '2'), ('759728799', ' July 2020', 'Very pleasant French food, nicely served, in a summery setting. Staff are excellent, the food is good value, perhaps could be a little more polished, but tasty and not overly “buggered about with”. The wine list is extensive and well priced. Perfect post lockdown treat.', '3'), ('746687228', ' February 2020', 'My second time here, this time for lunch. It was wonderful first time, but it seems to have got even better. Innovative dishes, great flavours and elegant presentation. The Tagliatelle, Chanterelles and Rabbit Leg starter was voluptuous in all the right ways, the Crispy Suckling...', '3'), ('740035779', ' January 2020', 'Loved it - why oh why does Noize not have a michelin star? Great service, awesome food (have the suckling pig and add the extra foie gras - its outrageously good) and a sommelier who knows his stuff and is totally approachable. The others in...', '5')]"
489,"[('5', '38'), ('4', '24'), ('3', '5'), ('2', '3'), ('1', '1')]","[('744142292', ' February 2020', 'Traditional pub environment & very popular meeting place. Good selection on the menu & we both opted for pork. Generous portions of meat with nice side accompaniments. Staff were helpful.', '2'), ('731871615', ' December 2019', 'We arrived in Budapest and had some time before checking in our hotel, therefore we decided to try this restaurant which was so pleasant! They welcomed us with lots of luggage we had, the waiter was super friendly and had a nice sense of humor,...', None), ('727943277', ' November 2019', 'Tasty food, local and International meals, very nice staff, professionally draught beer. The best price/value rate in the city.', '1'), ('727938741', ' November 2019', 'Friendly service, wide beer and wine selection, strong hungarian pálinka☺️, fancy music, delicious food.', '1'), ('724097965', ' October 2019', 'A friend who had been to Budapest a few weeks earlier recommended this Bistro so we decided to go there for dinner.Given that we were a group of 9 couples we booked in advance - had we not done this it would not have been...', '2'), ('723544864', ' October 2019', 'Found this place on our first day, ,,,, it turned out to become our ""local""..\nGreat beer...great food and great staff.', '1'), ('723290313', ' November 2019', 'Staff very friendly and communicative + the meal was delicious. We had 4 different type of meals and all of them were delicious. I highly recommend', '1'), ('721461300', ' October 2019', 'We were a group of sixteen friends and right from the start the staff made us feel welcome arranging two tables for us even though they already had a large party celebrating a birthday. The food came within twenty mins and everyone was very happy...', '1'), ('720996560', ' October 2019', ""Went with local friends. It's a great little place with friendly staff. Both my wife and I went for the Hungarian stew with spaetzel. The meat, in particular, was delicious. I was sad to finish this plate of food. Our friends were happy with their..."", None), ('714139735', ' September 2019', 'Located in one of the most beautiful streets of Budapest,this place is amazing.The staff is amazing too,the waiters were really friendly and too nice.', None)]"
490,"[('5', '1'), ('4', '0'), ('3', '0'), ('2', '0'), ('1', '0')]","[('433744511', ' October 2016', 'For some reason this place was almost empty when we were there.  There were only two other people.  Hm....food was delicious.  The owner pretended not to understand English as is his right.  I would eat there next time I visit Paris.', None)]"
